Disease_pair,Disease_A,Disease_B,RR,Comorbidity_RR=0,Comorbidity_RR=1
anemia_aplastic & craniofacial_abnormalities,anemia_aplastic,craniofacial_abnormalities,1.65985,1,1
hypothalamic_diseases & malformations_of_cortical_development,hypothalamic_diseases,malformations_of_cortical_development,1.658489,1,1
amino_acid_metabolism_inborn_errors & spondylitis,amino_acid_metabolism_inborn_errors,spondylitis,1.658301,1,1
amyotrophic_lateral_sclerosis & esophageal_diseases,amyotrophic_lateral_sclerosis,esophageal_diseases,1.657757,1,1
esophageal_diseases & ovarian_diseases,esophageal_diseases,ovarian_diseases,1.65747,1,1
endocrine_system_diseases & metabolism_inborn_errors,endocrine_system_diseases,metabolism_inborn_errors,1.65738,1,1
metabolism_inborn_errors & thyroid_diseases,metabolism_inborn_errors,thyroid_diseases,1.65738,1,1
leukemia_lymphocytic_chronic_b_cell & ovarian_diseases,leukemia_lymphocytic_chronic_b_cell,ovarian_diseases,1.657048,1,1
blood_coagulation_disorders & hair_diseases,blood_coagulation_disorders,hair_diseases,1.656549,1,1
blood_coagulation_disorders_inherited & hair_diseases,blood_coagulation_disorders_inherited,hair_diseases,1.656549,1,1
celiac_disease & epilepsy,celiac_disease,epilepsy,1.656451,1,1
epilepsy & malabsorption_syndromes,epilepsy,malabsorption_syndromes,1.656451,1,1
cardiovascular_diseases & hypersensitivity,cardiovascular_diseases,hypersensitivity,1.656395,1,1
gastroenteritis & hypersensitivity,gastroenteritis,hypersensitivity,1.656133,1,1
leukemia & spinocerebellar_ataxias,leukemia,spinocerebellar_ataxias,1.655717,1,1
anemia_hemolytic & diabetes_mellitus_type_1,anemia_hemolytic,diabetes_mellitus_type_1,1.655623,1,1
carbohydrate_metabolism_inborn_errors & endocrine_system_diseases,carbohydrate_metabolism_inborn_errors,endocrine_system_diseases,1.655324,1,1
carbohydrate_metabolism_inborn_errors & thyroid_diseases,carbohydrate_metabolism_inborn_errors,thyroid_diseases,1.655324,1,1
crohn_disease & esophageal_diseases,crohn_disease,esophageal_diseases,1.654899,1,1
epilepsy & immune_system_diseases,epilepsy,immune_system_diseases,1.654632,1,1
blood_platelet_disorders & cardiomyopathies,blood_platelet_disorders,cardiomyopathies,1.654438,1,1
blood_platelet_disorders & cardiomyopathy_hypertrophic,blood_platelet_disorders,cardiomyopathy_hypertrophic,1.654438,1,1
osteoporosis & spinocerebellar_ataxias,osteoporosis,spinocerebellar_ataxias,1.653859,1,1
asthma & disorders_of_sex_development,asthma,disorders_of_sex_development,1.653322,1,1
amino_acid_metabolism_inborn_errors & spondylarthropathies,amino_acid_metabolism_inborn_errors,spondylarthropathies,1.652742,1,1
anemia & mycobacterium_infections,anemia,mycobacterium_infections,1.652731,1,1
hyperthyroidism & muscular_dystrophies,hyperthyroidism,muscular_dystrophies,1.652628,1,1
dyskinesias & gastroenteritis,dyskinesias,gastroenteritis,1.652051,1,1
glomerulonephritis & spondylitis_ankylosing,glomerulonephritis,spondylitis_ankylosing,1.652049,1,1
arthritis & sleep_disorders,arthritis,sleep_disorders,1.651392,1,1
immune_system_diseases & psoriasis,immune_system_diseases,psoriasis,1.651367,1,1
anemia & spondylitis_ankylosing,anemia,spondylitis_ankylosing,1.650137,1,1
demyelinating_diseases & hypothalamic_diseases,demyelinating_diseases,hypothalamic_diseases,1.649854,1,1
hypothalamic_diseases & multiple_sclerosis,hypothalamic_diseases,multiple_sclerosis,1.649854,1,1
epilepsy & respiratory_tract_diseases,epilepsy,respiratory_tract_diseases,1.649626,1,1
immunologic_deficiency_syndromes & spondylitis,immunologic_deficiency_syndromes,spondylitis,1.6493,1,1
gastroenteritis & peripheral_nervous_system_diseases,gastroenteritis,peripheral_nervous_system_diseases,1.648848,1,1
basal_ganglia_diseases & hypothalamic_diseases,basal_ganglia_diseases,hypothalamic_diseases,1.648271,1,1
asthma & stomatognathic_diseases,asthma,stomatognathic_diseases,1.647448,1,1
heart_arrest & precursor_cell_lymphoblastic_leukemia_lymphoma,heart_arrest,precursor_cell_lymphoblastic_leukemia_lymphoma,1.647101,1,1
colitis_ulcerative & metal_metabolism_inborn_errors,colitis_ulcerative,metal_metabolism_inborn_errors,1.646805,1,1
arterial_occlusive_diseases & leprosy,arterial_occlusive_diseases,leprosy,1.646611,1,1
anemia_hemolytic & endocrine_system_diseases,anemia_hemolytic,endocrine_system_diseases,1.645342,1,1
anemia_hemolytic & thyroid_diseases,anemia_hemolytic,thyroid_diseases,1.645342,1,1
arterial_occlusive_diseases & vasculitis,arterial_occlusive_diseases,vasculitis,1.645196,1,1
ankylosis & spondylarthropathies,ankylosis,spondylarthropathies,1.645071,1,1
ankylosis & spondylitis,ankylosis,spondylitis,1.645071,1,1
bone_diseases & lipidoses,bone_diseases,lipidoses,1.64455,1,1
cardiomegaly & hypersensitivity,cardiomegaly,hypersensitivity,1.644394,1,1
goiter & joint_diseases,goiter,joint_diseases,1.644259,1,1
blood_platelet_disorders & genital_diseases_male,blood_platelet_disorders,genital_diseases_male,1.643879,1,1
lymphatic_diseases & neoplasms,lymphatic_diseases,neoplasms,1.642681,1,1
alzheimer_disease & bone_diseases_metabolic,alzheimer_disease,bone_diseases_metabolic,1.642244,1,1
esophageal_diseases & hypersensitivity,esophageal_diseases,hypersensitivity,1.642101,1,1
bile_duct_diseases & craniofacial_abnormalities,bile_duct_diseases,craniofacial_abnormalities,1.6419,1,1
arterial_occlusive_diseases & dwarfism,arterial_occlusive_diseases,dwarfism,1.641441,1,1
hypothalamic_diseases & leukemia_b_cell,hypothalamic_diseases,leukemia_b_cell,1.639342,1,1
amino_acid_metabolism_inborn_errors & cranial_nerve_diseases,amino_acid_metabolism_inborn_errors,cranial_nerve_diseases,1.638769,1,1
endocrine_system_diseases & joint_diseases,endocrine_system_diseases,joint_diseases,1.63827,1,1
joint_diseases & thyroid_diseases,joint_diseases,thyroid_diseases,1.63827,1,1
blood_coagulation_disorders & myocardial_ischemia,blood_coagulation_disorders,myocardial_ischemia,1.638186,1,1
blood_coagulation_disorders_inherited & myocardial_ischemia,blood_coagulation_disorders_inherited,myocardial_ischemia,1.638186,1,1
blood_coagulation_disorders & myocardial_infarction,blood_coagulation_disorders,myocardial_infarction,1.638186,1,1
blood_coagulation_disorders_inherited & myocardial_infarction,blood_coagulation_disorders_inherited,myocardial_infarction,1.638186,1,1
blood_coagulation_disorders & coronary_artery_disease,blood_coagulation_disorders,coronary_artery_disease,1.63816,1,1
blood_coagulation_disorders_inherited & coronary_artery_disease,blood_coagulation_disorders_inherited,coronary_artery_disease,1.63816,1,1
myeloproliferative_disorders & psoriasis,myeloproliferative_disorders,psoriasis,1.638004,1,1
lung_diseases_obstructive & spondylitis_ankylosing,lung_diseases_obstructive,spondylitis_ankylosing,1.637879,1,1
anemia_aplastic & prostatic_neoplasms,anemia_aplastic,prostatic_neoplasms,1.634981,1,1
leukemia_myeloid_acute & spinal_cord_diseases,leukemia_myeloid_acute,spinal_cord_diseases,1.634888,1,1
hair_diseases & liver_cirrhosis,hair_diseases,liver_cirrhosis,1.634791,1,1
hair_diseases & liver_cirrhosis_biliary,hair_diseases,liver_cirrhosis_biliary,1.634791,1,1
bile_duct_diseases & lipidoses,bile_duct_diseases,lipidoses,1.634745,1,1
anemia_hemolytic & spinal_cord_diseases,anemia_hemolytic,spinal_cord_diseases,1.634727,1,1
bone_diseases & intellectual_disability,bone_diseases,intellectual_disability,1.634366,1,1
coronary_disease & ovarian_neoplasms,coronary_disease,ovarian_neoplasms,1.634341,1,1
anemia_hemolytic & psoriasis,anemia_hemolytic,psoriasis,1.634053,1,1
arthritis_rheumatoid & malabsorption_syndromes,arthritis_rheumatoid,malabsorption_syndromes,1.633258,1,1
lung_diseases_obstructive & malabsorption_syndromes,lung_diseases_obstructive,malabsorption_syndromes,1.633258,1,1
asthma & psoriasis,asthma,psoriasis,1.633126,1,1
arthritis & retinitis_pigmentosa,arthritis,retinitis_pigmentosa,1.632631,1,1
autoimmune_diseases & colorectal_neoplasms,autoimmune_diseases,colorectal_neoplasms,1.632282,1,1
amino_acid_metabolism_inborn_errors & diabetes_mellitus_type_1,amino_acid_metabolism_inborn_errors,diabetes_mellitus_type_1,1.632246,1,1
arterial_occlusive_diseases & cardiomegaly,arterial_occlusive_diseases,cardiomegaly,1.631686,1,1
arterial_occlusive_diseases & lipidoses,arterial_occlusive_diseases,lipidoses,1.631556,1,1
carcinoma_renal_cell & genital_diseases_male,carcinoma_renal_cell,genital_diseases_male,1.631546,1,1
colorectal_neoplasms & gastroenteritis,colorectal_neoplasms,gastroenteritis,1.631472,1,1
arthritis_rheumatoid & varicose_veins,arthritis_rheumatoid,varicose_veins,1.631258,1,1
cerebellar_ataxia & vasculitis,cerebellar_ataxia,vasculitis,1.630316,1,1
blood_coagulation_disorders & colitis_ulcerative,blood_coagulation_disorders,colitis_ulcerative,1.629895,1,1
blood_coagulation_disorders_inherited & colitis_ulcerative,blood_coagulation_disorders_inherited,colitis_ulcerative,1.629895,1,1
asthma & metabolism_inborn_errors,asthma,metabolism_inborn_errors,1.629761,1,1
bile_duct_diseases & esophageal_diseases,bile_duct_diseases,esophageal_diseases,1.629718,1,1
ovarian_diseases & pancreatic_diseases,ovarian_diseases,pancreatic_diseases,1.629356,1,1
arthritis_rheumatoid & nervous_system_diseases,arthritis_rheumatoid,nervous_system_diseases,1.629032,1,1
immunologic_deficiency_syndromes & spondylarthropathies,immunologic_deficiency_syndromes,spondylarthropathies,1.628961,1,1
cardiomyopathies & respiratory_tract_diseases,cardiomyopathies,respiratory_tract_diseases,1.628816,1,1
cardiomyopathy_hypertrophic & respiratory_tract_diseases,cardiomyopathy_hypertrophic,respiratory_tract_diseases,1.628816,1,1
demyelinating_diseases & sleep_disorders,demyelinating_diseases,sleep_disorders,1.628476,1,1
multiple_sclerosis & sleep_disorders,multiple_sclerosis,sleep_disorders,1.628476,1,1
dementia & hyperthyroidism,dementia,hyperthyroidism,1.627975,1,1
anemia_aplastic & crohn_disease,anemia_aplastic,crohn_disease,1.627913,1,1
breast_diseases & neoplasms_germ_cell_and_embryonal,breast_diseases,neoplasms_germ_cell_and_embryonal,1.627898,1,1
arthritis_rheumatoid & ovarian_diseases,arthritis_rheumatoid,ovarian_diseases,1.627806,1,1
anemia_aplastic & cardiomyopathies,anemia_aplastic,cardiomyopathies,1.627705,1,1
anemia_aplastic & cardiomyopathy_hypertrophic,anemia_aplastic,cardiomyopathy_hypertrophic,1.627705,1,1
osteoporosis & stomatognathic_diseases,osteoporosis,stomatognathic_diseases,1.627427,1,1
cholestasis & crohn_disease,cholestasis,crohn_disease,1.626846,1,1
bone_diseases & dementia,bone_diseases,dementia,1.626623,1,1
bone_diseases & lymphatic_diseases,bone_diseases,lymphatic_diseases,1.626082,1,1
joint_diseases & leukemia,joint_diseases,leukemia,1.626037,1,1
colitis_ulcerative & sleep_disorders,colitis_ulcerative,sleep_disorders,1.625807,1,1
leukemia_b_cell & uveitis,leukemia_b_cell,uveitis,1.625449,1,1
arrhythmias_cardiac & cardiovascular_diseases,arrhythmias_cardiac,cardiovascular_diseases,1.625141,1,1
cardiomegaly & hypotrichosis,cardiomegaly,hypotrichosis,1.624625,1,1
cardiomegaly & osteoporosis,cardiomegaly,osteoporosis,1.624082,1,1
hypothalamic_diseases & leukemia_lymphocytic_chronic_b_cell,hypothalamic_diseases,leukemia_lymphocytic_chronic_b_cell,1.623892,1,1
cardiovascular_diseases & gout,cardiovascular_diseases,gout,1.623762,1,1
celiac_disease & hyperthyroidism,celiac_disease,hyperthyroidism,1.623631,1,1
hyperthyroidism & malabsorption_syndromes,hyperthyroidism,malabsorption_syndromes,1.623631,1,1
cardiomegaly & coronary_artery_disease,cardiomegaly,coronary_artery_disease,1.623017,1,1
cardiomegaly & myocardial_infarction,cardiomegaly,myocardial_infarction,1.622981,1,1
cardiomegaly & myocardial_ischemia,cardiomegaly,myocardial_ischemia,1.622981,1,1
rheumatic_diseases & spinocerebellar_degenerations,rheumatic_diseases,spinocerebellar_degenerations,1.622831,1,1
gastroenteritis & myeloproliferative_disorders,gastroenteritis,myeloproliferative_disorders,1.62282,1,1
arthritis_rheumatoid & uveal_diseases,arthritis_rheumatoid,uveal_diseases,1.622516,1,1
esophageal_diseases & immune_system_diseases,esophageal_diseases,immune_system_diseases,1.62242,1,1
blood_platelet_disorders & prostatic_neoplasms,blood_platelet_disorders,prostatic_neoplasms,1.62122,1,1
bile_duct_diseases & metal_metabolism_inborn_errors,bile_duct_diseases,metal_metabolism_inborn_errors,1.62098,1,1
carbohydrate_metabolism_inborn_errors & osteoporosis,carbohydrate_metabolism_inborn_errors,osteoporosis,1.620879,1,1
psoriasis & spastic_paraplegia_hereditary,psoriasis,spastic_paraplegia_hereditary,1.620613,1,1
anemia & dementia,anemia,dementia,1.620528,1,1
bone_diseases_metabolic & varicose_veins,bone_diseases_metabolic,varicose_veins,1.620172,1,1
graves_disease & heart_defects_congenital,graves_disease,heart_defects_congenital,1.618585,1,1
bone_diseases & celiac_disease,bone_diseases,celiac_disease,1.61826,1,1
bone_diseases & malabsorption_syndromes,bone_diseases,malabsorption_syndromes,1.61826,1,1
breast_diseases & spinal_cord_diseases,breast_diseases,spinal_cord_diseases,1.61781,1,1
coronary_disease & psoriasis,coronary_disease,psoriasis,1.617527,1,1
breast_diseases & dyskinesias,breast_diseases,dyskinesias,1.61685,1,1
joint_diseases & macular_degeneration,joint_diseases,macular_degeneration,1.616737,1,1
crohn_disease & pancreatic_diseases,crohn_disease,pancreatic_diseases,1.616265,1,1
adenocarcinoma & spinal_cord_diseases,adenocarcinoma,spinal_cord_diseases,1.615982,1,1
asthma & cardiomyopathies,asthma,cardiomyopathies,1.615762,1,1
asthma & cardiomyopathy_hypertrophic,asthma,cardiomyopathy_hypertrophic,1.615762,1,1
anemia & immunologic_deficiency_syndromes,anemia,immunologic_deficiency_syndromes,1.615684,1,1
anemia_hemolytic & heart_defects_congenital,anemia_hemolytic,heart_defects_congenital,1.61445,1,1
bone_diseases & leukemia_myeloid_acute,bone_diseases,leukemia_myeloid_acute,1.61376,1,1
basal_ganglia_diseases & bone_diseases_metabolic,basal_ganglia_diseases,bone_diseases_metabolic,1.613679,1,1
hair_diseases & spondylarthropathies,hair_diseases,spondylarthropathies,1.613005,1,1
stomatognathic_diseases & vasculitis,stomatognathic_diseases,vasculitis,1.612832,1,1
carbohydrate_metabolism_inborn_errors & hereditary_sensory_and_motor_neuropathy,carbohydrate_metabolism_inborn_errors,hereditary_sensory_and_motor_neuropathy,1.612186,1,1
carbohydrate_metabolism_inborn_errors & charcot_marie_tooth_disease,carbohydrate_metabolism_inborn_errors,charcot_marie_tooth_disease,1.612186,1,1
movement_disorders & vasculitis,movement_disorders,vasculitis,1.611489,1,1
crohn_disease & polyneuropathies,crohn_disease,polyneuropathies,1.610656,1,1
autoimmune_diseases & demyelinating_diseases,autoimmune_diseases,demyelinating_diseases,1.610255,1,1
retinitis_pigmentosa & spinocerebellar_ataxias,retinitis_pigmentosa,spinocerebellar_ataxias,1.610127,1,1
coronary_disease & lupus_erythematosus_systemic,coronary_disease,lupus_erythematosus_systemic,1.609972,1,1
blood_coagulation_disorders & leukemia_lymphocytic_chronic_b_cell,blood_coagulation_disorders,leukemia_lymphocytic_chronic_b_cell,1.609685,1,1
blood_coagulation_disorders_inherited & leukemia_lymphocytic_chronic_b_cell,blood_coagulation_disorders_inherited,leukemia_lymphocytic_chronic_b_cell,1.609685,1,1
bone_diseases_metabolic & lung_diseases_obstructive,bone_diseases_metabolic,lung_diseases_obstructive,1.609114,1,1
esophageal_diseases & muscular_dystrophies,esophageal_diseases,muscular_dystrophies,1.608658,1,1
abnormalities_multiple & arterial_occlusive_diseases,abnormalities_multiple,arterial_occlusive_diseases,1.608612,1,1
lymphoma & metabolism_inborn_errors,lymphoma,metabolism_inborn_errors,1.608478,1,1
anemia_aplastic & respiratory_tract_diseases,anemia_aplastic,respiratory_tract_diseases,1.608404,1,1
liver_cirrhosis_biliary & lymphoma,liver_cirrhosis_biliary,lymphoma,1.60811,1,1
asthma & graves_disease,asthma,graves_disease,1.60777,1,1
anemia_aplastic & colitis_ulcerative,anemia_aplastic,colitis_ulcerative,1.607075,1,1
amino_acid_metabolism_inborn_errors & intellectual_disability,amino_acid_metabolism_inborn_errors,intellectual_disability,1.606495,1,1
colitis_ulcerative & esophageal_diseases,colitis_ulcerative,esophageal_diseases,1.606062,1,1
blood_coagulation_disorders & cardiovascular_diseases,blood_coagulation_disorders,cardiovascular_diseases,1.605504,1,1
blood_coagulation_disorders_inherited & cardiovascular_diseases,blood_coagulation_disorders_inherited,cardiovascular_diseases,1.605504,1,1
crohn_disease & lupus_erythematosus_systemic,crohn_disease,lupus_erythematosus_systemic,1.605385,1,1
lysosomal_storage_diseases & osteoporosis,lysosomal_storage_diseases,osteoporosis,1.605094,1,1
amino_acid_metabolism_inborn_errors & retinitis_pigmentosa,amino_acid_metabolism_inborn_errors,retinitis_pigmentosa,1.604886,1,1
colitis_ulcerative & pancreatic_diseases,colitis_ulcerative,pancreatic_diseases,1.604018,1,1
blood_coagulation_disorders & head_and_neck_neoplasms,blood_coagulation_disorders,head_and_neck_neoplasms,1.603789,1,1
blood_coagulation_disorders_inherited & head_and_neck_neoplasms,blood_coagulation_disorders_inherited,head_and_neck_neoplasms,1.603789,1,1
genital_diseases_male & neuroendocrine_tumors,genital_diseases_male,neuroendocrine_tumors,1.603734,1,1
bone_diseases_metabolic & carbohydrate_metabolism_inborn_errors,bone_diseases_metabolic,carbohydrate_metabolism_inborn_errors,1.603392,1,1
lupus_erythematosus_systemic & pancreatic_diseases,lupus_erythematosus_systemic,pancreatic_diseases,1.602966,1,1
celiac_disease & graves_disease,celiac_disease,graves_disease,1.602208,1,1
graves_disease & malabsorption_syndromes,graves_disease,malabsorption_syndromes,1.602208,1,1
